Program,Subawardee UEI,Capability Domain (D),Primary Output (P),Capability Domain Note,Primary Output Note
Columbia,JAXJSTJJSP74,D6,P6,"The identified R&D concentrates on undersea sensing and acoustics, networking, and autonomous mission payloads, all within D6.

https://www.rtx.com/who-we-are/we-are-rtx/transformative-technologies/bbn/maritime
https://www.rtx.com/raytheon/what-we-do/bbn","Modeling, simulation, sensing/acoustics, and networking R&D are technical work products.

https://www.rtx.com/who-we-are/we-are-rtx/transformative-technologies/bbn
https://www.rtx.com/who-we-are/we-are-rtx/transformative-technologies/bbn/maritime"
Columbia,JEP5GQGFPUL9,D4,P3,"Navy-qualified ball and specialty valves isolate and control shipboard fluid flow.

https://www.circor.com/news/circor-brand-portland-valve-announces-50-year-anniversary","Navy-qualified ship-service valves are functional fluid-isolation/control equipment.

https://www.circor.com/news/circor-brand-portland-valve-announces-50-year-anniversary
https://www.circorpt.com/technologies-valves
https://www.warrenpumps.com/about.htm"
Columbia,JG6AMW7E23Z6,D0,P6,"Freight forwarding and customs logistics reveal no technical ship-area competence, and the cargo is not identified.

https://www.chpowell.com/
https://www.highergov.com/awardee/c-h-powell-company-10021683/","Freight forwarding, customs brokerage, and project-cargo logistics are service handoffs.

https://www.chpowell.com/
https://www.chpowell.com/tandem-global/"
Columbia,JKZNKGGWYZ87,D0,P3,"The undisclosed Columbia item could be a pump (D4), generator (D3), or propulsion machine (D2), with no primary.

https://curtisswright.com/organization/naval-power
https://curtisswright.com/markets/defense/naval-defense","Pumps, motors, generators, and propulsion-plant machinery are bounded functional equipment.

https://electro-mechanicalsystems.curtisswright.com/
https://curtisswright.com/organization/naval-power
https://curtisswright.com/markets/defense/naval-defense"
Columbia,JU5GNH1H5FV6,D7,P3,"Rugged VPX embedded computers and processing modules are component-level electronic hardware, regardless of eventual mission subsystem.

https://defense-solutions.curtisswright.com/products/computing
https://www.highergov.com/awardee/dy4-inc-10144319/
https://curtisswright.com/news/press-releases/news-release-details/2004/Curtiss-Wright-Completes-Acquisition-of-Dy-4-Systems-Inc","Rugged VPX computers/processing modules are bounded functional electronic units, subsystem not identified.

https://defense-solutions.curtisswright.com/products/computing
https://defense-solutions.curtisswright.com/products/computing-systems
https://defense-solutions.curtisswright.com/capabilities/open-architectures/other/vpx"
Columbia,K3XPS1HXNBF3,D9,P2,"Five-axis machining of precision cases, rings, shrouds, brackets, and mounts is the differentiating process; no complete system is identified.

https://bfmachine.com/markets-served/
https://www.highergov.com/awardee/b-f-machine-co-inc-12297239/","Machined flow-path/support hardware are fit-ready components for larger machinery systems.

https://www.highergov.com/awardee/b-f-machine-co-inc-12297239/
https://submarinesuppliers.org/wp-content/uploads/2020/03/CT.pdf
https://www.senatorchrismurphy.com/search/?q=B%26F%20Machine"
Columbia,KENVPMBVBT39,D1,P5,"Completed submarine decks, modules, weldments, and structural outfitting are hull and structural fabrication.

https://www.rhoadsinc.com/rhoads-industries-opens-new-high-capacity-pier-6a-to-support-u-s-navy-submarine-programs/","Completed submarine decks/modules are transferred as defined shipbuilding units.

https://www.rhoadsinc.com/rhoads-industries-opens-new-high-capacity-pier-6a-to-support-u-s-navy-submarine-programs/
https://www.gdeb.com/qp/"
Columbia,KYURG7LRSC89,D4,P3,"Centrifugal pumps and pump components are functional shipboard fluid-system equipment.

https://www.circor.com/news/circor-brand-warren-pumps-holds-125th-year-anniversary-event
https://www.warrenpumps.com/
https://pumps.circor.com/applications/defense","Centrifugal pumps and pump assemblies are bounded functional fluid machinery.

https://www.warrenpumps.com/about.htm
https://www.circorpt.com/warren-pumps
https://www.warrenpumps.com/military.htm"
Columbia,LCV2N9FVV739,D6,P4,"[MECE 2026-06-20: D2/D3 dual-domain crack resolved by dollar-dominant ship function -> D6, was D0] The UEI’s disclosed work spans the Common Missile Compartment launcher (D6) and power-generation equipment (D3), with no separable primary scope.

https://www.northropgrumman.com/what-we-do/sea
https://www.northropgrumman.com/careers/northrop-grumman-in-sunnyvale-california
https://www.highergov.com/contract/N0003022C1013/","Handoff is subsystem-level Columbia launcher/power-generation hardware with configured interfaces, not merely individual parts.

https://www.northropgrumman.com/what-we-do/sea
https://www.northropgrumman.com/careers/northrop-grumman-in-sunnyvale-california
https://www.highergov.com/contract/N0003022C1013/"
Columbia,LG88NCWJ3A95,D4,P3,"Desurgers and bladder surge arrestors store and damp pressure in shipboard fluid systems.

https://www.youngeng.com/defense/
https://www.youngeng.com/fire/bladder-surge-arrestors/","Desurgers and bladder surge arrestors are functional fluid-system pressure-control units.

https://www.youngeng.com/defense/
https://www.youngeng.com/oil-gas/bladder-surge-arrestors/"
Columbia,LJRBXLTGXN57,D5,P3,"Atmosphere-control scrubbers remove submarine air contaminants, a direct life-support function.

https://www.gao.gov/products/b-418284
https://www.linkedin.com/company/cepeda-associates","Atmosphere-control scrubbers/life-support equipment are acceptance-testable functional machinery.

https://www.workwithcepeda.com/about
https://www.highergov.com/contract-opportunity/us-navy-virginia-cla-n32253-22-c-0005-award-n3225322c0005-cepeda-associates-inc-5d9c1/"
Columbia,LL3PZJHUKZV3,D1,P2,"The handled and processed material is submarine plate, shapes, and formed structural parts, so the distributor rule points to D1.

https://americansteelandaluminum.com/
https://americansteelandaluminum.com/about-us/","Cut/form plate and structural parts are dimensionally prepared fabricated components, not raw stock.

https://americansteelandaluminum.com/
https://americansteelandaluminum.com/locations/
https://www.gdeb.com/suppliers/10_quality/approved_suppliers/Level1ApprovedSuppliers.pdf"
Columbia,LPWJLN5JQPW4,D9,P1,"Large high-integrity steel castings are classified by the foundry and material process because the subsystem is undisclosed.

https://www.sheffieldforgemasters.com/news-and-insights/news/08/forgemasters-secures-us-defence-contacts-worth-30-million-dollars/","Large steel castings are near-net metal inputs whose downstream machining/subsystem integration is undisclosed.

https://www.navylookout.com/progress-on-the-royal-navy-dreadnought-class-submarine-programme/
https://www.esd.whs.mil/Portals/54/Documents/FOID/Reading%20Room/Selected_Acquisition_Reports/FY_2018_SARS/19-F-1098_DOC_68_Navy_SSBN_826_SAR_Dec_2018_REDACTED.pdf
https://www.telegraph.co.uk/business/2016/08/09/boost-for-british-steel-as-sheffield-forgemasters-wins-deal-to-s/"
Columbia,LSMBJZFLN8L9,D6,P5,"Missile-tube assemblies and Integrated Tube Hulls form the strategic launcher system in the Common Missile Compartment.

https://www.babcockinternational.com/news/babcock-awarded-multimillion-pound-missile-tube-contract-extension-by-electric-boat/
https://www.babcockinternational.com/who-we-are/our-sectors/marine/port-babcock-rosyth/","Integrated Tube Hull/Common Missile Compartment structures are major submarine structural modules.

https://www.babcockinternational.com/news/babcock-awarded-multimillion-pound-missile-tube-contract-extension-by-electric-boat/
https://www.navaltoday.com/2020/06/03/babcock-to-provide-another-18-missile-tube-assemblies-for-uk-us-submarines/
https://columbia-class.com/design.asp"
Columbia,MF1LU8RPCMB8,D2,P2,"[MECE 2026-06-20: D9->D2 firm-level reclassification, ship application determinable] Large-scale precision welding, fabrication, and machining are the differentiating processes; no functional subsystem is disclosed.

https://www.ranor.com/
https://www.linkedin.com/company/ranor-inc
https://manufacturing-today.com/news/ranor-inc/","Precision welded/fabricated heavy metal submarine components are fit-ready fabricated articles.

https://www.techprecision.com/
https://www.techprecision.com/upload/Investor_file/Cover_page.pdf
https://www.esd.whs.mil/Portals/54/Documents/FOID/Reading%20Room/Selected_Acquisition_Reports/FY_2018_SARS/19-F-1098_DOC_68_Navy_SSBN_826_SAR_Dec_2018_REDACTED.pdf"
Columbia,MK9SR2K87JN5,D0,P6,"Long-haul trucking with undisclosed cargo provides no defensible technical or material ship domain.

https://www.landstar.com/
https://www.landstar.com/blog/landstar-s-commitment-to-national-defense-transportation/
https://www.sec.gov/Archives/edgar/data/853816/000119312517056249/d303717dex211.htm","Long-haul transportation and logistics are service handoffs.

https://www.landstar.com/
https://www.landstar-agent.com/transportation-services-from-landstar-agent/
https://govtribe.com/vendors/landstar-system-inc-dot-landstar-7bu49"
Columbia,MKDGDE6K34N5,D4,P1,"[MECE 2026-06-20: D9->D4 firm-level reclassification, ship application determinable] The known competence is Navy-qualified alloy casting of pump and valve or bearing components, so the casting process controls.

https://dwclark.com/industries/
https://dwclark.com/capabilities/","Pump/valve-body alloy castings are near-net foundry outputs requiring downstream machining/assembly.

https://dwclark.com/
https://dwclark.com/industries/
https://dwclark.com/castings/"
Columbia,MMCKJNNMSG23,D9,P2,"Precision machining and high-specification fabrication are the firm’s differentiating competence; no complete functional system is identified.

https://www.advancemfg.com/
https://m.advancemfg.com/capabilities/group4/large-fabrication/
https://m.advancemfg.com/capabilities/group4/welding/","Precision-machined and welded submarine components are fit-ready parts/assemblies for larger systems.

https://www.advancemfg.com/downloads/SOF-005-N-Supplier-Purchase-Order-Requirements-20250523.pdf
https://www.highergov.com/subcontract/N0002419C2125-PPF107-073/
https://govtribe.com/vendors/advance-mfg-dot-co-dot-inc-dot-29293"
Columbia,MSFLXVQVJMG4,D7,P0,"Instrumentation, test equipment, control assemblies, and cable and power harnesses are component-level electronics and interconnect.

https://defense-solutions.curtisswright.com/peerless/about-us
https://www.highergov.com/subcontract/N0002417C2117-1000053252/","No defensible Columbia-specific delivered article is identified beyond mixed instrumentation, test equipment, and cabling leads.

https://www.highergov.com/subcontract/N0002417C2117-1000053252/
https://defense-solutions.curtisswright.com/peerless/about-us
https://curtisswright.com/organization/defense-electronics"
Columbia,MSYWUDGYPKF5,D1,P3,"Seamless high-pressure flasks and vessels are pressure-vessel fabrication, assigned to D1 by the boundary tie-break.

https://www.cp-industries.com/
https://www.highergov.com/awardee/cp-industries-holdings-inc-10054684/","High-pressure air flasks/cylinders are acceptance-tested compressed-gas storage units.

https://cp-industries.com/products/applications/military
https://cp-industries.com/products/applications
https://cp-industries.com/wp-content/uploads/2020/09/CPI_History.pdf"
Columbia,MU3CM1145E44,D6,P6,"Installation, integration, and testing of the strategic fire-control system are system-level weapons and mission work.

https://gdmissionsystems.com/submarine-systems/fire-control-systems
https://gdmissionsystems.com/sea/progeny-systems
https://gdmissionsystems.com/articles/2020/06/19/columbia-dreadnought-class-ballistic-missile-submarine-fire-control-systems-contract","Installation, integration, and testing support for fire-control hardware is a service handoff.

https://gdmissionsystems.com/sea/progeny-systems
https://gdmissionsystems.com/submarine-systems/fire-control-systems
https://gdmissionsystems.com/articles/2020/06/19/columbia-dreadnought-class-ballistic-missile-submarine-fire-control-systems-contract"
Columbia,N1PJDANWUJ61,D2,P1,"[MECE 2026-06-20: D9->D2 firm-level reclassification, ship application determinable] The differentiating competence is large open-die and rolled-ring forging of shafts and rings, so the process itself drives D9.

https://www.scotforge.com/post/navy-visits-naf
https://www.scotforge.com/market-expertise1/marine-propulsion","Shaft/open-die/rolled-ring forgings are upstream metal inputs requiring downstream machining and qualification.

https://www.scotforge.com/market-expertise1/marine-propulsion
https://www.scotforge.com/nuclear-energy"
Columbia,N5KMLMXEPFM5,D5,P3,"A complete reverse-osmosis watermaker provides potable water, making life-support function the deciding signal over its pumps and filters.

https://www.parker.com/content/dam/Parker-com/Literature/Water-Purification/Village-Marine/Defense/7845mil.bro09.lr.pdf
https://pdf.nauticexpo.com/pdf/parker-hannifin/racor-village-marine-watermakers/21487-47789.html","Reverse-osmosis watermaker package is bounded functional desalination equipment.

https://ph.parker.com/us/en/product-list/village-marine-sea-water-series
https://www.parker.com/content/dam/Parker-com/Literature/Village-Marine/Village-Marine-Literature-Docs/RacorVMT_VMT_Product_Overview_BRO_7807.pdf"
Columbia,N79NY6FRL2F3,D4,P2,"Level I main-seawater pipe fittings form and join pressure-boundary fluid lines.

https://customalloycorp.com/about-custom-alloy/
https://www.tradeandindustrydev.com/region/north-carolina/news/nc-custom-alloy-corp-establish-operation-badin-18745","Level I main-seawater pipe fittings are fit-ready piping components installed into fluid systems.

https://customalloycorp.com/about-custom-alloy/
https://customalloycorp.com/
https://www.jflco.com/news-article/153/trident-maritime-systems-acquires-assets-of-custom-alloy-corporation"
Columbia,NEGFNA8YS723,D9,P2,"The defensible competence is NAVSEA-qualified precision machining and welding of critical assemblies; the functional system is unknown.

https://granitestatemfg.com/granite-state-manufacturing-secures-25-million-in-new-us-navy-contracts/
https://granitestatemfg.com/","Large NAVSEA-qualified machined/welded assembly is a fit-ready submarine assembly, not a confirmed module/system.

https://granitestatemfg.com/
https://granitestatemfg.com/granite-state-manufacturing-secures-25-million-in-new-us-navy-contracts/
https://granitestatemfg.com/capabilities/"
Columbia,NN7PCHZFNZP8,D9,P1,"The disclosed competence is high-integrity steel casting, while the end subsystem is unknown; process specialization controls.

https://www.goodwinsteelcastings.com/core-markets/defence-marine/
https://www.goodwinsteelcastings.com/wp-content/uploads/2025/07/GSC-Defence.pdf","High-integrity steel/stainless castings are near-net metal inputs requiring downstream machining/assembly.

https://www.goodwinsteelcastings.com/core-markets/defence-marine/
https://www.goodwinsteelcastings.com/wp-content/uploads/2025/07/GSC-Defence.pdf
https://www.goodwin.co.uk/goodwin-steel-castings/"
Columbia,NSWQJBEZZD83,D0,P6,"Enterprise portfolio and innovation-management software is shore-based general support with no technical ship-area specialty.

https://www.globenewswire.com/news-release/2022/08/16/2499188/0/en/sopheon-and-team-submarine-agree-to-five-year-agreement.html","Enterprise portfolio/roadmap software is a shore-based program-management technical product.

https://www.wellspring.com/
https://www.sopheon.com/hubfs/E-books/Sopheon_Ebook_Driving_innovation_governance_strategy_and_portfolio_management_with_Accolade.pdf?hsCtaAttrib=147993056148"
Columbia,NYGUEDY27AM8,D4,P3,"Nuclear-qualified valves, actuators, and solenoids control submarine fluid systems.

https://electro-mechanicalsystems.curtisswright.com/target-rock/about-us
https://curtisswright.com/organization/naval-power","Nuclear-qualified valves, actuators, and solenoids are acceptance-testable flow-control units.

https://curtisswright.com/news/press-releases/news-release-details/2019/Curtiss-Wright-Awarded-Contracts-Valued-in-Excess-of-80-Million-to-Support-US-Navys-Virginia-class-and-Columbia-class-Submarine-Programs
https://curtisswright.com/news/press-releases/news-release-details/2024/curtiss-wright-awarded-contracts-valued-excess-130-million-support-critical-us-naval-defense
https://curtisswright.com/markets/defense/naval-defense"
Columbia,PAH8M4BJACA5,D7,P2,"Electrical hull penetrators and feedthroughs carrying transmitter cables are explicitly D7 interconnect hardware.

https://www.teledynemarine.com/brands/dgo/pressure-hull-penetrator
https://www.highergov.com/contract-opportunity/electric-hull-penetrator-ehp-new-large-idiq-lev-n6449826r0526-o-16527/","SUBSAFE electrical hull penetrators are fit-ready pressure-boundary/cable-routing components.

https://www.teledynemarine.com/brands/dgo/pressure-hull-penetrator
https://www.highergov.com/contract-opportunity/electric-hull-penetrator-ehp-new-large-idiq-lev-n6449826r0526-o-16527/"
Columbia,PTMFLMD2CUB4,D6,P4,"Integrated secure submarine communications shipsets are system-level communications equipment.

https://www.l3harris.com/newsroom/press-release/2026/02/l3harris-secures-full-rate-production-contract-us-navy-submarine
https://www.l3harris.com/all-capabilities/undersea-warfare
https://www.l3harris.com/supporting-navy","Integrated submarine communications shipset includes hardware, software, racks, and interfaces delivered as one configured solution.

https://militaryembedded.com/comms/communications/submarine-communications-systems-to-be-supplied-for-us-navy-submarines-by-l3harris
https://thedefensepost.com/2026/02/19/l3harris-submarine-comms-virginia-columbia/
https://www.l3harris.com/"
Columbia,PUG1H9MFJD63,D2,P2,"[MECE 2026-06-20: D9->D2 firm-level reclassification, ship application determinable] The company forms and welds heavy-plate propulsor support components; its own differentiating competence is structural fabrication.

https://www.atfco.com/
https://www.highergov.com/contract/N0016723D0004-N0016723F0035/
https://jobs.buildsubmarines.com/jobs/526177989-welder-build-submarines-in-the-cle-at-american-tank-fabricating-co","Propulsor plate components/support structures are fabricated subassembly elements, not the full pump-jet system.

https://www.highergov.com/contract/N0016723D0004-N0016723F0035/
https://jobs.buildsubmarines.com/jobs/526177989-welder-build-submarines-in-the-cle-at-american-tank-fabricating-co
https://www.highergov.com/awardee/the-american-tank-fabricating-company-10244797/"
Columbia,Q35JL9GFCAK3,D4,P3,"Valves, manifolds, and fluid and gas control assemblies directly move and control shipboard fluids.

https://marotta.com/products/flow-controls/shipboard-controls/
https://marotta.com/products/flow-controls/","Valves, controls, and manifolds are functional flow-/motion-control units at handoff.

https://marotta.com/products/flow-controls/shipboard-controls/
https://marotta.com/markets/naval/
https://www.unmannedsystemstechnology.com/wp-content/uploads/2012/06/marine_brochure.pdf"
Columbia,QCFDU4MA1444,D0,P6,"General facility construction supports hull and missile-tube production but is not itself a single ship technical domain.

https://www.ctinsider.com/business/article/crystal-mall-ct-electric-boat-22161745.php
https://www.a-zcorp.com/","Shipyard facility construction/expansion is production-infrastructure support, not delivered ship hardware.

https://www.a-zcorp.com/manufacturing/building-electric-boats-new-hull-fabrication-facility/
https://www.gdeb.com/about/oursubmarines/columbia/"
Columbia,RG6LJJM6JBS3,D1,P5,"Austal’s differentiating role is fabrication and outfitting of completed submarine modules, not manufacture of the contained combat electronics.

https://www.austalusa.com/submarines","Command/control and electronic deck module content is handed off as outfitted submarine modules.

https://www.austalusa.com/submarines
https://www.austalusa.com/
https://www.marinelink.com/news/austal-usa-awarded-million-boost-capacity-517161"
Columbia,SLD5KEGGLLZ3,D5,P3,"Naval HVAC and refrigeration systems condition the submarine environment and support habitability.

https://www.johnsoncontrols.com/marine-and-navy
https://www.johnsoncontrols.com/marine-and-navy/hvac-and-refrigeration
https://www.pct.edu/give/corporate-tomorrow-makers/johnson-controls-navy-systems","Naval HVAC-R machinery/equipment is a bounded environmental-control plant or unit.

https://www.johnsoncontrols.com/marine-and-navy
https://www.johnsoncontrols.com/industries/marine-and-navy/navy
https://www.johnsoncontrols.com/marine-and-navy/hvac-and-refrigeration"
Columbia,SX6BF52K2WB1,D4,P3,"Quiet valves, manifolds, and fluid-control assemblies are functional fluid and pressure equipment.

https://www.vacco.com/index.php/navy/quiet-valves-and-manifolds
https://www.vacco.com/index.php/navy/overview
https://www.vacco.com/index.php/navy/programs","Critical-quiet valves, manifolds, and fluid-control assemblies are functional flow-control units.

https://www.vacco.com/index.php/navy/quiet-valves-and-manifolds
https://www.vacco.com/index.php/navy/overview
https://www.vacco.com/images/uploads/site-images/VACCO_Tri_fold_brochure_2018.pdf"
Columbia,T2VFE1NGR3G5,D0,P0,"The UEI’s training, control, and wireless capabilities are broad, and no Columbia construction item or dominant domain is identified.

https://www.leonardodrs.com/locations/airborne-intelligence-systems-fort-walton-beach/
https://sossecinc.com/company/drs-training-control-systems-llc/
https://www.highergov.com/awardee/drs-training-control-systems-llc-10107268/","No distinct Columbia-specific construction component or service can be defensibly tied to this UEI.

https://www.leonardodrs.com/
https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/
https://investors.leonardodrs.com/static-files/d9ad2eba-c8b2-4743-9de0-b27b29843218"
Columbia,TY25RCEB5FF3,D8,P2,"Heavy handling and assembly equipment and submarine fabrication fixtures are the strongest differentiating capability.

https://collinsandjewell.com/
https://submarinesuppliers.org/wp-content/uploads/2018/03/2018-SIBC-Supplier-Days-Attendees.pdf","Weldment fixtures and custom support structures are fabricated production-support articles, not ship modules.

https://submarine.senedia.org/view/738/
https://submarine.senedia.org/supply-chain-database/
https://myemail.constantcontact.com/subject.html?aid=gfny9lXNz4s&soid=1111063476850"
Columbia,TZVRTYNM3MN3,D1,P2,"Submarine superstructures and fracture-critical complex steel structures are D1 hull and structural fabrications.

https://arlingtoncap.com/news/arlington-capital-partners-announces-the-acquisition-of-pegasus-steel/
https://www.govconwire.com/articles/arlington-capital-buys-pegasus-steel","Complex submarine steel structures/assemblies are finished fabricated components without evidence of outfitted module handoff.

https://keelusa.com/columbia-class-case-study/
https://breakingdefense.com/2025/03/navy-contractor-keel-to-open-new-70m-facilities-for-submarine-fabrication/
https://orrpartners.com/navy-contractor-keel-submarine-fabrication/"
Columbia,UMQ8KHJJUBN6,D1,P3,"CNC plate-cutting, welding positioners, and manipulators are specialized tools for hull and module structural fabrication.

https://www.koike.com/
https://www.koike.com/platepro/","CNC cutting systems, positioners, rolls, and manipulators are bounded functional production machinery.

https://www.koike.com/
https://www.koike.com/about-us/
https://www.koike.com/positioning-and-welding/"
Columbia,VJMTKNLENX24,D5,P2,"The site’s own product line is Navy HVAC and refrigeration coils and heat exchangers, a direct thermal-domain competence.

https://www.marlocoil.com/
https://www.leonardodrs.com/what-we-do/products-and-services/navy-and-marine-coils/
https://www.leonardodrs.com/locations/naval-power-systems-marlo-heat-transfer-solutions-high-ridge-mo/","HVAC/refrigeration coils and heat exchangers are thermal components, not a complete environmental-control plant.

https://www.leonardodrs.com/locations/naval-power-systems-marlo-heat-transfer-solutions-high-ridge-mo/
https://www.marlocoil.com/
https://www.highergov.com/awardee/engineered-coil-company-10113359/"
Columbia,VL18ZH6YLPY5,D2,P3,"The permanent-magnet main-propulsion motor is the ship’s propulsion drive, squarely D2.

https://usa.leonardo.com/en/press-release-detail/-/detail/leonardo-drs-delivers-advanced-electric-propulsion-equipment-for-lead-columbia-class-submarine
https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/","Permanent-magnet propulsion motor output is a bounded functional electric machine, not the full propulsion package.

https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/
https://www.leonardodrs.com/news/feature-stories/columbia-class-submarine/
https://seapowermagazine.org/drs-delivers-advanced-electric-propulsion-equipment-for-lead-columbia-class-submarine/?print=print"
Columbia,WESDY4U81NP8,D4,P2,"Custom naval pipe, fittings, and pressure-boundary alloy components are assigned to the fluid and piping domain despite forging capability.

https://www.tridentllc.com/location-high-bridge-manufacturing
https://www.jflco.com/news-article/153/trident-maritime-systems-acquires-assets-of-custom-alloy-corporation
https://customalloycorp.com/","Custom alloy fittings/pipe and related forgings are fit-ready piping components, not systems.

https://www.tridentllc.com/location-high-bridge-manufacturing
https://www.tridentllc.com/
https://www.jflco.com/news-article/153/trident-maritime-systems-acquires-assets-of-custom-alloy-corporation"
Columbia,WJ45NXW2TVD7,D4,P3,"Electrohydraulic linear actuators are fluid-power equipment even when they operate valves, weapons, doors, or hatches.

https://www.moog.com/products/actuators-servoactuators/defense/linear-actuators-for-naval-systems.html
https://www.moog.com/markets/defense/naval-systems.html","Electrohydraulic linear actuators are bounded functional motion-control units.

https://www.moog.com/products/actuators-servoactuators/defense/linear-actuators-for-naval-systems.html
https://www.moog.com/markets/defense/naval-systems.html
https://www.moog.com/products/actuators-servoactuators/defense.html"
Columbia,WJYVCPD5HKK7,D2,P2,"Naval nuclear-reactor components are propulsion-plant equipment, placing the competence in D2.

https://www.bwxt.com/sectors/defense-space/sea/naval-nuclear-propulsion/","Naval reactor components are qualified fabricated parts installed into the propulsion plant, not a complete reactor system.

https://www.bwxt.com/sectors/defense-space/sea/naval-nuclear-propulsion/
https://www.bwxt.com/bwxt-awarded-1-billion-in-naval-nuclear-propulsion-program-options/
https://www.bwxt.com/bwxt-announces-2-6-billion-in-contracts-for-naval-nuclear-reactor-components/"
Columbia,WREEAHYMRQ45,D7,P3,"Low-noise accelerometers are component-level instrumentation used to measure machinery and hull vibration and acoustic signatures.

https://www.pcb.com/
https://www.pcb.com/sensors-for-test-measurement/accelerometers
https://www.pcb.com/about/press-room/2023-press-releases/pcbs-newest-mems-dcresponse-accelerometer-3743f","Accelerometers are acceptance-testable sensing units used for vibration/acoustic measurement.

https://www.pcb.com/
https://www.pcb.com/sensors-for-test-measurement/accelerometers"
Columbia,WVW5FMYALEL6,D3,P3,"Electrical switchboards and distribution and control equipment switch and distribute ship-service power.

https://www.pepco-ft4.com/about-us/history/
https://www.pepco-ft4.com/solutions/military/
https://www.pepco-ft4.com/solutions/","Electrical switchboards/distribution-control units are acceptance-testable functional equipment.

https://www.pepco-ft4.com/about-us/history/
https://www.pepco-ft4.com/about-us/
https://www.pepco-ft4.com/solutions/military/"
Columbia,WXRTZLL25AE5,D9,P2,"A composite bow dome is a material-specialized acoustic and hydrodynamic part, so D9 over the sonar-system domain.

https://mississippi.org/news/seemann-composites-inc-opens-bow-dome-production-facility-in-gulfport-to-support-new-u-s-navy-contract/
https://www.compositesworld.com/news/seemann-composites-opens-submarine-bow-dome-production-facility","Composite bow domes are finished structural/acoustic components installed into the bow, not modules.

https://www.compositesworld.com/news/seemann-composites-opens-submarine-bow-dome-production-facility
https://mississippi.org/news/seemann-composites-inc-opens-bow-dome-production-facility-in-gulfport-to-support-new-u-s-navy-contract/
https://www.navysbir.com/success/docs/Seemann-SOCOM96-002.pdf"
Columbia,WYDAKCJ5K219,D3,P3,"Columbia electrical generators produce shipboard electrical power, a direct D3 function.

https://curtisswright.com/news/press-releases/news-release-details/2022/Curtiss-Wright-Receives-Contracts-Valued-at-120-Million-to-Support-U.S.-Navys-Columbia-Class-Submarine-Program
https://curtisswright.com/markets/defense/naval-defense","Electrical generators are acceptance-testable functional machinery delivered for installation.

https://curtisswright.com/markets/defense/naval-defense
https://curtisswright.com/organization/naval-power
https://curtisswright.com/news/press-releases/news-release-details/2024/curtiss-wright-awarded-contracts-valued-excess-130-million-support-critical-us-naval-defense"
Columbia,X6N2CNV552X7,D1,P2,"Hatches, fairings, hull inserts, and closure doors are pressure-hull and structural fabrications.

https://www.oceaneering.com/marine-services/complex-structural-manufacturing/","Hatches, fairings, hull inserts, and closure doors are finished structural components for installation.

https://www.oceaneering.com/marine-services/complex-structural-manufacturing/
https://www.oceaneering.com/marine-services/submarine-modernization-and-repair/"
Columbia,XQW8RJNNAXX8,D1,P5,"The facility builds completed submarine modules and structural units, making structural fabrication the differentiating competence.

https://virginiabusiness.com/newport-news-shipbuildings-south-carolina-manufacturing-facility-is-up-and-running/
https://www.marinelink.com/news/maritime/chris-kastner","Completed submarine modules and structural units are handed off as shipbuilding modules.

https://news.usni.org/2025/01/27/hii-completes-aqusition-of-w-international-assets
https://breakingdefense.com/2024/12/shipbuilder-hii-to-acquire-facilities-from-south-carolina-company-for-sub-construction/
https://berkeleymeansbusiness.com/berkeley-county-w-international-cut-ribbon-on-new-center-of-excellence-training-program/"
Columbia,Y6X3BDLEPNJ6,D1,P5,"Large steel structures and completed submarine modules are hull and module fabrication, regardless of the systems later installed.

https://virginiabusiness.com/newport-news-shipbuildings-south-carolina-manufacturing-facility-is-up-and-running/
https://www.marinelink.com/news/maritime/chris-kastner","Auxiliary-machinery-room and weapons modules are major submarine modules/structural units.

https://news.usni.org/2025/01/27/hii-completes-aqusition-of-w-international-assets
https://www.highergov.com/awardee/w-international-sc-llc-12674116/
https://berkeleymeansbusiness.com/berkeley-county-w-international-cut-ribbon-on-new-center-of-excellence-training-program/"
Columbia,Y7N4SPXNK115,D9,P1,"The differentiating product is high-strength shipbuilding steel plate, the specialty material itself, so D9 over its pressure-hull end use.

https://industry.arcelormittal.com/products-solutions/Products_in_the_spotlight/heavy-plate
https://minnesotairon.org/local-steel-used-in-navy-ships/","High-strength heavy plate is stock material for pressure-hull/structural fabrication.

https://www.clevelandcliffs.com/operations/steelmaking/burns-harbor-plate-and-gary-plate
https://www.manufacturing.net/home/news/13193020/steel-made-at-northwest-indiana-factory-used-in-navy-vessels"
Columbia,YD1GK53355R5,D1,P2,"Heavy-walled pressure-vessel and reactor-component fabrication falls to D1 under the pressure-boundary tie-break.

https://www.highergov.com/subcontract/N0002417C2117-1000031211/","Heavy welded/machined submarine components are fit-ready fabricated articles, with no evidence of complete functional equipment.

https://www.highergov.com/subcontract/N0002417C2117-1000031211/
https://www.bwxt.com/bwxt-bolsters-american-nuclear-manufacturing-capability-with-strategic-acquisition/
https://www.thomasnet.com/company/precision-custom-components-llc-149347/profile"
